RowKey,PartitionKey,BookedToISV,BookedToISV@type,BookingCode,BookingCode@type,Duration,Duration@type,EndDateTime,EndDateTime@type,PBE,PBE@type,StartDateTime,StartDateTime@type,TechnicalEvangelist,TechnicalEvangelist@type
A125,52017,None,Edm.String,None,Edm.String,180,Edm.Int32,2017-05-09T12:30:00.000Z,Edm.DateTime,None,Edm.String,2017-05-09T09:30:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A126,52017,None,Edm.String,None,Edm.String,180,Edm.Int32,2017-05-09T17:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-09T14:00:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A127,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-31T15:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-31T14:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A128,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-31T13:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-31T12:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A129,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-31T12:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-31T11:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A130,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-31T11:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-31T10:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A131,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-03T16:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-03T15:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A132,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-03T15:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-03T14:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A133,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-03T13:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-03T12:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A134,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-03T12:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-03T11:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A135,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-03T11:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-03T10:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A136,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-05T16:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-05T15:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A137,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-26T13:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-26T12:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A138,62017,None,Edm.String,None,Edm.String,180,Edm.Int32,2017-06-13T12:30:00.000Z,Edm.DateTime,None,Edm.String,2017-06-13T09:30:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A139,62017,None,Edm.String,None,Edm.String,180,Edm.Int32,2017-06-13T17:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-13T14:00:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A140,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-26T12:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-26T11:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A141,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-26T11:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-26T10:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A142,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-12T16:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-12T15:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A143,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-12T15:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-12T14:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A144,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-12T13:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-12T12:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A145,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-12T12:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-12T11:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A146,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-12T11:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-12T10:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A147,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-26T16:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-26T15:00:00.000Z,Edm.DateTime,bfa@Microsoft.com,Edm.String
A148,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-12T11:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-12T10:00:00.000Z,Edm.DateTime,mor@@Microsoft.com,Edm.String
A149,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-12T12:30:00.000Z,Edm.DateTime,None,Edm.String,2017-05-12T11:30:00.000Z,Edm.DateTime,mor@@Microsoft.com,Edm.String
A150,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-12T14:30:00.000Z,Edm.DateTime,None,Edm.String,2017-05-12T13:30:00.000Z,Edm.DateTime,mor@@Microsoft.com,Edm.String
A151,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-12T16:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-12T15:00:00.000Z,Edm.DateTime,mor@@Microsoft.com,Edm.String
A152,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-15T11:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-15T10:00:00.000Z,Edm.DateTime,mor@@Microsoft.com,Edm.String
A153,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-15T12:30:00.000Z,Edm.DateTime,None,Edm.String,2017-05-15T11:30:00.000Z,Edm.DateTime,mor@@Microsoft.com,Edm.String
A154,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-15T14:30:00.000Z,Edm.DateTime,None,Edm.String,2017-05-15T13:30:00.000Z,Edm.DateTime,mor@@Microsoft.com,Edm.String
A155,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-15T16:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-15T15:00:00.000Z,Edm.DateTime,mor@@Microsoft.com,Edm.String
A156,42017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-04-21T11:00:00.000Z,Edm.DateTime,None,Edm.String,2017-04-21T10:00:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A157,42017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-04-21T12:00:00.000Z,Edm.DateTime,None,Edm.String,2017-04-21T11:00:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A158,42017,None,Edm.String,None,Edm.String,360,Edm.Int32,2017-04-20T15:00:00.000Z,Edm.DateTime,None,Edm.String,2017-04-20T09:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A159,52017,None,Edm.String,None,Edm.String,360,Edm.Int32,2017-05-16T15:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-16T09:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A160,42017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-04-21T15:00:00.000Z,Edm.DateTime,None,Edm.String,2017-04-21T14:00:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A161,42017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-04-21T16:00:00.000Z,Edm.DateTime,None,Edm.String,2017-04-21T15:00:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A162,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-17T11:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-17T10:00:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A163,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-19T14:30:00.000Z,Edm.DateTime,None,Edm.String,2017-05-19T13:30:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A164,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-19T15:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-19T14:00:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A165,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-02T15:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-02T14:00:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A166,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-09T15:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-09T14:00:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A167,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-09T16:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-09T15:00:00.000Z,Edm.DateTime,dgrswood@Microsoft.com,Edm.String
A168,52017,None,Edm.String,None,Edm.String,360,Edm.Int32,2017-05-25T15:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-25T09:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A169,42017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-04-07T11:30:00.000Z,Edm.DateTime,None,Edm.String,2017-04-07T10:30:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A170,42017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-04-07T14:00:00.000Z,Edm.DateTime,None,Edm.String,2017-04-07T13:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A171,42017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-04-07T17:00:00.000Z,Edm.DateTime,None,Edm.String,2017-04-07T16:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A172,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-17T14:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-17T13:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A173,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-17T17:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-17T16:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A174,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-19T10:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-19T09:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A175,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-19T13:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-19T12:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A176,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-26T10:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-26T09:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A177,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-26T14:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-26T13:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A178,52017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-05-26T17:00:00.000Z,Edm.DateTime,None,Edm.String,2017-05-26T16:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A179,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-07T10:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-07T09:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A180,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-07T14:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-07T13:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A181,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-07T17:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-07T16:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A182,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-14T14:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-14T13:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A183,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-14T17:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-14T16:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A184,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-21T10:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-21T09:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A185,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-21T14:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-21T13:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
A186,62017,None,Edm.String,None,Edm.String,60,Edm.Int32,2017-06-21T17:00:00.000Z,Edm.DateTime,None,Edm.String,2017-06-21T16:00:00.000Z,Edm.DateTime,ani@Microsoft.com,Edm.String
